Timestamp,dl_mcs,dl_n_samples,dl_buffer [bytes],tx_brate downlink [Mbps],tx_pkts downlink,tx_errors downlink (%),dl_cqi,ul_mcs,ul_n_samples,ul_buffer [bytes],rx_brate uplink [Mbps],rx_pkts uplink,rx_errors uplink (%),ul_sinr,phr,sum_requested_prbs,sum_granted_prbs,ul_turbo_iters
1.66922E+12,8.41428,210,33,0.380192,56,0,5.83333,14.6897,29,0,0.247968,8,0,31.9323,31,650,660,1
1.66922E+12,9.9185,319,1665,0.507424,96,0,6,15.2405,158,144276,1.97229,45,0,30.9598,31,658,792,1
1.66922E+12,10.082,366,0,0.889824,107,0,6,15.6163,172,0,2.49181,50,0,30.439,31,1777,1293,1
1.66922E+12,10.0913,230,0,0.5392,67,0,6,14.6667,75,0,0.788096,22,0,32.1297,31,910,816,1
1.66922E+12,10.2759,145,0,0.327712,42,0,6,15,58,0,0.486976,17,0,32.1912,31,626,495,1
1.66922E+12,10.2406,187,0,0.424384,53,0,6.16667,13.6042,48,0,0.28464,14,0,33.3796,31,606,621,1
1.66922E+12,8.69388,49,0,0.094304,14,0,6.33333,15.5882,51,0,0.713824,15,0,30.2012,31,85,150,1
1.66922E+12,10.3624,149,0,0.377248,43,0,6.42857,14.9861,72,0,0.817024,21,0,31.2003,31,489,555,1
1.66922E+12,9.21429,28,0,0.013568,8,0,6.33333,15,7,0,0.1,2,0,33.9372,31,24,24,1
1.66922E+12,10.6829,41,0,0.083328,12,0,6.16667,15.2292,48,0,0.66832,14,0,30.4009,31,128,123,1
1.66922E+12,9.47619,21,0,0,0,0,6,0,0,0,0,0,0,0,0,20,33,0
1.66922E+12,9.92617,298,1910,0.56736,84,0,6,14.8101,79,0,0.871488,23,0,31.6838,31,1016,984,1
1.66922E+12,9.74455,321,1261,0.788032,92,0,6,14.3793,116,0,1.24141,34,0,31.8804,31,1056,1197,1
1.66922E+12,10.3312,471,4443,1.25549,135,0,6,15.7115,104,144801,1.49245,30,0,30.4978,31,2822,1905,1
1.66922E+12,10.4155,621,1239,1.64995,181,0,6,15.3457,188,0,2.52493,54,0,30.9024,31,4074,2406,1
1.66922E+12,10.476,563,0,1.80157,165,0,6.14286,15.2647,136,0,1.75206,39,0,31.0603,31,4859,2598,1
1.66922E+12,10.4273,433,180,1.12819,116,0,6,15.56,125,0,1.66122,36,0,30.8572,31,2910,1821,1
1.66922E+12,9.68649,185,0,0.368,61,0,6,15.2577,97,0,1.22675,28,0,31.1132,31,294,441,1
1.66922E+12,10.173,370,3512,1.00054,99,0,6,14.6301,73,0,0.85632,21,0,31.3343,31,3742,1653,1
1.66922E+12,10.1008,119,0,0.342528,41,0,6.14286,15.8916,83,0,1.28986,24,0,30.0735,31,340,363,1
1.66922E+12,9.71223,139,0,0.188736,39,0,6,14.2041,49,0,0.288448,14,0,33.5688,31,168,294,1
1.66922E+12,0,0,0,0,0,0,6.16667,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,9.09091,11,0,0.015584,3,0,6,13.2857,14,0,0.1,4,0,34.8992,31,11,24,1
