Timestamp,dl_mcs,dl_n_samples,dl_buffer [bytes],tx_brate downlink [Mbps],tx_pkts downlink,tx_errors downlink (%),dl_cqi,ul_mcs,ul_n_samples,ul_buffer [bytes],rx_brate uplink [Mbps],rx_pkts uplink,rx_errors uplink (%),ul_sinr,phr,sum_requested_prbs,sum_granted_prbs,ul_turbo_iters
1669219212820,0,0,0,0,0,0,6.33333,0,0,0,0,0,0,0,0,0,0,0
1669219213070,0,0,0,0,0,0,6.66667,0,0,0,0,0,0,0,0,0,0,0
1669219213320,0,0,0,0,0,0,6.71429,0,0,0,0,0,0,0,0,0,0,0
1669219213570,0,0,0,0,0,0,6.83333,0,0,0,0,0,0,0,0,0,0,0
1669219213820,0,0,0,0,0,0,7.16667,0,0,0,0,0,0,0,0,0,0,0
1669219214070,0,0,0,0,0,0,6.83333,0,0,0,0,0,0,0,0,0,0,0
1669219214320,0,0,0,0,0,0,6.71429,0,0,0,0,0,0,0,0,0,0,0
1669219214570,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0
1669219214820,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1669219215070,0,0,0,0,0,0,6.83333,0,0,0,0,0,0,0,0,0,0,0
1669219215320,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1669219215570,0,0,0,0,0,0,6.66667,0,0,0,0,0,0,0,0,0,0,0
1669219215820,0,0,0,0,0,0,6.83333,0,0,0,0,0,0,0,0,0,0,0
1669219216070,0,0,0,0,0,0,6.66667,0,0,0,0,0,0,0,0,0,0,0
1669219216320,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1669219216570,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1669219216820,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1669219217070,0,0,0,0,0,0,6.83333,0,0,0,0,0,0,0,0,0,0,0
1669219217320,0,3,0,0.001568,1,0,7,13.7143,7,0,0.1,2,0,29.332,31,0,3,1
1669219217570,0,0,0,0,0,0,6.66667,0,0,0,0,0,0,0,0,0,0,0
1669219217820,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1669219218070,0,0,0,0,0,0,6.66667,0,0,0,0,0,0,0,0,0,0,0
1669219218320,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1669219218570,0,0,0,0,0,0,6.83333,0,0,0,0,0,0,0,0,0,0,0
1669219218820,0,0,0,0,0,0,6.83333,0,0,0,0,0,0,0,0,0,0,0
1669219219070,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0
1669219219320,0,0,0,0,0,0,6.57143,0,0,0,0,0,0,0,0,0,0,0
